award_id,agency,detailed_status,grantee_organization,grantee_state,grantee_city,grantee_org_type,usasp_award_id,usasp_recipient_name,uei,parent_uei,parent_name,business_categories,usasp_address,usasp_city,usasp_state,usasp_country,usasp_zip5,usasp_county,usasp_congressional,usasp_pop_end,ein,bmf_name,bmf_city,bmf_zip5,ntee,bmf_revenue,match_tier,match_name_score,match_geo_score,match_method
NU50CK000497,cdc,Reinstated (confirmed),EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,DE,DOVER,Health Department,ASST_NON_NU50CK000497_075,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,GKQPH6J32LN7,,,Government|U.S. Regional/State Government,417 FEDERAL ST STE 1,DOVER,DE,USA,19901,KENT,00,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000498,cdc,Reinstated (confirmed),COUNTY OF LOS ANGELES,CA,COMMERCE,Health Department,ASST_NON_NU50CK000498_075,COUNTY OF LOS ANGELES,DN3NGS58SMT9,,COUNTY OF LOS ANGELES,Government|U.S. Regional/State Government,5555 FERGUSON DR STE 100-50,LOS ANGELES,CA,USA,90022,LOS ANGELES,42,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000502,cdc,Reinstated (confirmed),"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,WASHINGTON,Health Department,ASST_NON_NU50CK000502_075,"DISTRICT OF COLUMBIA, GOVERNMENT OF",XUYTN6MMLKE3,,,Government|U.S. Regional/State Government,2201 SHANNON PL SE,WASHINGTON,DC,USA,20020,DISTRICT OF COLUMBIA,98,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000505,cdc,Reinstated (confirmed),HEALTH SERVICES KENTUCKY CABINET FOR,KY,FRANKFORT,Health Department,ASST_NON_NU50CK000505_075,HEALTH SERVICES KENTUCKY CABINET FOR,LECJQDCLHVE5,,,Government|U.S. Regional/State Government,275 E MAIN ST,FRANKFORT,KY,USA,40601,FRANKLIN,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000506,cdc,Reinstated (confirmed),MARYLAND DEPARTMENT OF HEALTH,MD,BALTIMORE,Health Department,ASST_NON_NU50CK000506_075,MARYLAND DEPARTMENT OF HEALTH,Q4YJNDPS53E6,,,Government|U.S. Regional/State Government,201 W PRESTON ST FL 3,BALTIMORE,MD,USA,21201,BALTIMORE (CITY),07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000508,cdc,Reinstated (confirmed),MINNESOTA DEPARTMENT OF HEALTH,MN,SAINT PAUL,Health Department,ASST_NON_NU50CK000508_075,MINNESOTA DEPARTMENT OF HEALTH,DHQVY2WCVHC5,Z9Z1N8F2JFC1,STATE OF MINNESOTA,Government|U.S. Regional/State Government,625 ROBERT ST N,SAINT PAUL,MN,USA,55155,RAMSEY,04,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000510,cdc,Reinstated (confirmed),MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,MI,LANSING,Health Department,ASST_NON_NU50CK000510_075,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,C2AQVDYYUAS7,,,Government|U.S. Regional/State Government,235 S GRAND AVE,LANSING,MI,USA,48933,INGHAM,07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000511,cdc,Reinstated (confirmed),ARIZONA DEPARTMENT OF HEALTH SERVICES,AZ,PHOENIX,Health Department,ASST_NON_NU50CK000511_075,ARIZONA DEPARTMENT OF HEALTH SERVICES,QMWUG1AMYF65,,,Government|U.S. Regional/State Government,150 N 18TH AVE STE 530,PHOENIX,AZ,USA,85007,MARICOPA,03,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000515,cdc,Reinstated (confirmed),"HEALTH, WASHINGTON STATE DEPARTMENT OF",WA,TUMWATER,Health Department,ASST_NON_NU50CK000515_075,"HEALTH, WASHINGTON STATE DEPARTMENT OF",C16SP2HBR123,,,Government|U.S. Regional/State Government,101 ISRAEL RD SE,OLYMPIA,WA,USA,98501,THURSTON,10,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000516,cdc,Reinstated (confirmed),"HEALTH RESEARCH, INC.",NY,MENANDS,Health Department,ASST_NON_NU50CK000516_075,"HEALTH RESEARCH, INC.",G9H6SUM59YC4,,"HEALTH RESEARCH, INC.",Government|U.S. Regional/State Government,"150 BROADWAY, SUITE 280",ALBANY,NY,USA,12204,ALBANY,20,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000517,cdc,Reinstated (confirmed),CITY OF NEW YORK,NY,LONG ISLAND CITY,Health Department,ASST_NON_NU50CK000517_075,CITY OF NEW YORK,XKJ3F8WKV2L3,,CITY OF NEW YORK,Government|U.S. Regional/State Government,4209 28TH ST,LONG ISLAND CITY,NY,USA,11101,QUEENS,07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000518,cdc,Reinstated (confirmed),"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",MA,BOSTON,Health Department,ASST_NON_NU50CK000518_075,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",DLKMR1QVDX34,,,Government|U.S. Regional/State Government,250 WASHINGTON ST,BOSTON,MA,USA,02108,SUFFOLK,08,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000519,cdc,Reinstated (confirmed),STATE OF RHODE ISLAND DEPARTMENT OF HEALTH,RI,Providence,Health Department,ASST_NON_NU50CK000519_075,STATE OF RHODE ISLAND DEPARTMENT OF HEALTH,NERYUGQ8XNB1,NSA8T7PLC9K3,STATE OF RHODE ISLAND,Government|U.S. Regional/State Government,3 CAPITOL HL,PROVIDENCE,RI,USA,02908,PROVIDENCE,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000521,cdc,Reinstated (confirmed),CITY OF PHILADELPHIA,PA,Philadelphia,Health Department,ASST_NON_NU50CK000521_075,CITY OF PHILADELPHIA,NVHLFCAN68G9,,CITY OF PHILADELPHIA,Government|U.S. Regional/State Government,1101 MARKET ST FL 12,PHILADELPHIA,PA,USA,19107,PHILADELPHIA,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000523,cdc,Reinstated (confirmed),"Health And Human Services, Maine Department Of",ME,AUGUSTA,Welfare Department,ASST_NON_NU50CK000523_075,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",GJEPWTMKF5A3,,,,11 STATE HOUSE STA,AUGUSTA,ME,USA,04333,KENNEBEC,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000524,cdc,Reinstated (confirmed),DEPARTMENT OF PUBLIC HEALTH CONNECTICUT,CT,HARTFORD,Health Department,ASST_NON_NU50CK000524_075,DEPARTMENT OF PUBLIC HEALTH CONNECTICUT,RFZKKT5RU3F8,DJD3ZBJ1HNL7,CONSUMER PROTECTION CONNECTICUT DEPARTMENT,,410 CAPITOL AVE,HARTFORD,CT,USA,06106,CAPITOL,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000525,cdc,Reinstated (confirmed),"HEALTH, NEW JERSEY DEPARTMENT OF",NJ,Trenton,Health Department,ASST_NON_NU50CK000525_075,"HEALTH, NEW JERSEY DEPARTMENT OF",MQKPEU6D1BT5,,,,PO BOX 369,TRENTON,NJ,USA,08625,MERCER,03,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000527,cdc,Reinstated (confirmed),PENNSYLVANIA DEPARTMENT OF HEALTH,PA,HARRISBURG,Health Department,ASST_NON_NU50CK000527_075,PENNSYLVANIA DEPARTMENT OF HEALTH,JYYWJ2QYHQP5,TN75GJE1S7G3,COMMONWEALTH OF PENNSYLVANIA,,625 FORSTER ST,HARRISBURG,PA,USA,17120,DAUPHIN,10,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000530,cdc,Reinstated (confirmed),NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,NC,RALEIGH,Welfare Department,ASST_NON_NU50CK000530_075,NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,DKT3LLBWFVL3,,,Government|U.S. Regional/State Government,1915 HEALTH SERVICES WAY,RALEIGH,NC,USA,27607,WAKE,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000534,cdc,Reinstated (confirmed),STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,WI,Madison,Other Social Services Organization,ASST_NON_NU50CK000534_075,STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,CG2SZ7HCNV54,,,,201 E WASHINGTON AVE,MADISON,WI,USA,53703,DANE,02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000539,cdc,Reinstated (confirmed),"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC.",CA,CITY OF INDUSTRY,"Research Institution, Foundation and Laboratory",ASST_NON_NU50CK000539_075,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC.",L4EEW9SQX2F6,,,Government|U.S. Regional/State Government,13300 CROSSROADS PKWY N,LA PUENTE,CA,USA,91746,LOS ANGELES,31,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000541,cdc,Reinstated (confirmed),OREGON HEALTH AUTHORITY,OR,SALEM,Health Department,ASST_NON_NU50CK000541_075,OREGON HEALTH AUTHORITY-PUBLIC HEALTH,HFJRBHKCBPR5,,,Government|U.S. Regional/State Government,500 SUMMER ST NE # E-82,SALEM,OR,USA,97301,MARION,06,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000548,cdc,Reinstated (confirmed),State of New Mexico,NM,Santa Fe,Health Department,ASST_NON_NU50CK000548_075,STATE OF NEW MEXICO,E7TEBXBL17P5,,,,1190 S SAINT FRANCIS DR # 3152,SANTA FE,NM,USA,87505,SANTA FE,03,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000552,cdc,Reinstated (confirmed),COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,Health Department,ASST_NON_NU50CK000552_075,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,Y3WEW9MQ6NH5,,,Government|U.S. Regional/State Government,4300 CHERRY CREEK DR S,DENVER,CO,USA,80246,ARAPAHOE,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000553,cdc,Reinstated (confirmed),HAWAII DEPARTMENT OF HEALTH,HI,HONOLULU,Health Department,ASST_NON_NU50CK000553_075,HAWAII DEPARTMENT OF HEALTH,LFVFLBD6XZB5,,,Government|U.S. Regional/State Government,1250 PUNCHBOWL ST,HONOLULU,HI,USA,96813,HONOLULU,01,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000556,cdc,Reinstated (confirmed),CHICAGO DEPARTMENT OF PUBLIC HEALTH,IL,CHICAGO,Health Department,ASST_NON_NU50CK000556_075,CHICAGO DEPARTMENT OF PUBLIC HEALTH,K8F7VYLKGN64,,CITY OF CHICAGO,Government|U.S. Regional/State Government,111 WEST WASHINGTON STREET,CHICAGO,IL,USA,60602,COOK,07,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000559,cdc,Reinstated (confirmed),DEPARTMENT OF PUBLIC HEALTH ILLINOIS,IL,SPRINGFIELD,Health Department,ASST_NON_NU50CK000559_075,DEPARTMENT OF PUBLIC HEALTH ILLINOIS,NN66PR7QMLR8,GQ46SB5L2HK4,STATE OF ILLINOIS,Government|U.S. Regional/State Government,525 W JEFFERSON ST,SPRINGFIELD,IL,USA,62702,SANGAMON,13,2027-07-31,,,,,,,GOV,0,0,government-entity
NU50CK000560,cdc,Reinstated (confirmed),NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,NV,CARSON CITY,Welfare Department,ASST_NON_NU50CK000560_075,NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,F99FYNEGXSH9,,,Government|U.S. Regional/State Government,4150 TECHNOLOGY WAY,CARSON CITY,NV,USA,89706,CARSON CITY (CITY),02,2027-07-31,,,,,,,GOV,0,0,government-entity
NU58DP006988,cdc,Reinstated (confirmed),"HEALTH, NEW JERSEY DEPARTMENT OF",NJ,TRENTON,Health Department,ASST_NON_NU58DP006988_075,"HEALTH, NEW JERSEY DEPARTMENT OF",MQKPEU6D1BT5,,,Government|U.S. Regional/State Government,55 N WILLOW ST,TRENTON,NJ,USA,08608,MERCER,12,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP006992,cdc,Reinstated (confirmed),ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM,AZ,PHOENIX,Other Health Organization,ASST_NON_NU58DP006992_075,ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM,LJGVPF5ULHJ3,LJGVPF5ULHJ3,ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM,Government|U.S. Regional/State Government,801 E JEFFERSON ST,PHOENIX,AZ,USA,85034,MARICOPA,03,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP006993,cdc,Reinstated (confirmed),COOK COUNTY HEALTH BUREAU,IL,CHICAGO,Planning & Administrative Organizations,ASST_NON_NU58DP006993_075,COOK COUNTY HEALTH BUREAU,JHMSN8C8KJ58,JHMSN8C8KJ58,COOK COUNTY HEALTH BUREAU,Government|U.S. Local Government,1950 W POLK ST,CHICAGO,IL,USA,60612,COOK,07,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP006995,cdc,Reinstated (confirmed),HEALTH SERVICES KENTUCKY CABINET FOR,KY,FRANKFORT,Health Department,ASST_NON_NU58DP006995_075,HEALTH SERVICES KENTUCKY CABINET FOR,LECJQDCLHVE5,,,Government|U.S. Regional/State Government,275 E MAIN ST,FRANKFORT,KY,USA,40601,FRANKLIN,01,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP006997,cdc,Reinstated (confirmed),"TULARE, COUNTY OF",CA,VISALIA,Welfare Department,ASST_NON_NU58DP006997_075,"TULARE, COUNTY OF",HK25DU2UJM71,,COUNTY OF TULARE,Government|U.S. Local Government,5957 S MOONEY BLVD,VISALIA,CA,USA,93277,TULARE,20,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007000,cdc,Reinstated (confirmed),ATLANTIC COUNTY,NJ,ATLANTIC CITY,Other Health Organization,ASST_NON_NU58DP007000_075,ATLANTIC COUNTY,ND41MY5HN8U5,,,Government|U.S. Local Government,1333 ATLANTIC AVE,ATLANTIC CITY,NJ,USA,08401,ATLANTIC,02,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007003,cdc,Reinstated (confirmed),PUBLIC HEALTH AUTHORITY OF CABARRUS COUNTY,NC,Kannapolis,Other Health Organization,ASST_NON_NU58DP007003_075,PUBLIC HEALTH AUTHORITY OF CABARRUS COUNTY,RXDXNEJKJFU7,,,Government|U.S. Local Government,300 MOORESVILLE RD,KANNAPOLIS,NC,USA,28081,CABARRUS,08,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007004,cdc,Reinstated (confirmed),COUNTY OF SAN JOAQUIN,CA,STOCKTON,Welfare Department,ASST_NON_NU58DP007004_075,COUNTY OF SAN JOAQUIN,MKMGP2C1C2V7,,,Government|U.S. Local Government,44 N SAN JOAQUIN ST,STOCKTON,CA,USA,95202,SAN JOAQUIN,09,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007011,cdc,Reinstated (confirmed),Tuba City Regional Health Care Corporation,AZ,TUBA CITY,Hospital,ASST_NON_NU58DP007011_075,TUBA CITY REGIONAL HEALTH CARE CORPORATION,SN79KL2LYXM5,,,Government|U.S. Local Government,167 N MAIN ST,TUBA CITY,AZ,USA,86045,COCONINO,02,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007012,cdc,Reinstated (confirmed),STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,WI,Madison,Rehabilitation Organization ( Other Than Criminal ),ASST_NON_NU58DP007012_075,STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,CG2SZ7HCNV54,,,Government|U.S. Regional/State Government,201 E WASHINGTON AVE,MADISON,WI,USA,53703,DANE,02,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007013,cdc,Reinstated (confirmed),Boston Public Health Commission,MA,BOSTON,Other Health Organization,ASST_NON_NU58DP007013_075,BOSTON PUBLIC HEALTH COMMISSION,EHHGWYELR4R3,,,Government|U.S. Local Government,1010 MASSACHUSETTS AVE FL 2,BOSTON,MA,USA,02118,SUFFOLK,07,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007015,cdc,Reinstated (confirmed),STATE OF RHODE ISLAND DEPARTMENT OF HEALTH,RI,Providence,Health Department,ASST_NON_NU58DP007015_075,STATE OF RHODE ISLAND DEPARTMENT OF HEALTH,NERYUGQ8XNB1,NSA8T7PLC9K3,STATE OF RHODE ISLAND,Government|U.S. Regional/State Government,3 CAPITOL HL,PROVIDENCE,RI,USA,02908,PROVIDENCE,01,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007016,cdc,Reinstated (confirmed),HAWAII DEPARTMENT OF HEALTH,HI,HONOLULU,Health Department,ASST_NON_NU58DP007016_075,HAWAII DEPARTMENT OF HEALTH,LFVFLBD6XZB5,,,Government|U.S. Regional/State Government,1250 PUNCHBOWL ST,HONOLULU,HI,USA,96813,HONOLULU,01,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007017,cdc,Reinstated (confirmed),"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",MA,BOSTON,Health Department,ASST_NON_NU58DP007017_075,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",DLKMR1QVDX34,,,Government|U.S. Regional/State Government,250 WASHINGTON ST,BOSTON,MA,USA,02108,SUFFOLK,08,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007023,cdc,Reinstated (confirmed),"HEALTH, WASHINGTON STATE DEPARTMENT OF",WA,TUMWATER,Health Department,ASST_NON_NU58DP007023_075,"HEALTH, WASHINGTON STATE DEPARTMENT OF",C16SP2HBR123,,,Government|U.S. Regional/State Government,101 ISRAEL RD SE,OLYMPIA,WA,USA,98501,THURSTON,10,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007035,cdc,Reinstated (confirmed),"HEALTH, WASHINGTON STATE DEPARTMENT OF",WA,TUMWATER,Other Health Organization,ASST_NON_NU58DP007035_075,"HEALTH, WASHINGTON STATE DEPARTMENT OF",C16SP2HBR123,,,Government|U.S. Regional/State Government,101 ISRAEL RD SE,OLYMPIA,WA,USA,98501,THURSTON,10,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007039,cdc,Reinstated (confirmed),MARYLAND DEPARTMENT OF HEALTH,MD,BALTIMORE,Health Department,ASST_NON_NU58DP007039_075,MARYLAND DEPARTMENT OF HEALTH,J5L2LBJK8RB8,,,Government|U.S. Regional/State Government,201 W. PRESTON STREET,BALTIMORE,MD,USA,21201,BALTIMORE (CITY),07,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007045,cdc,Reinstated (confirmed),KING COUNTY,WA,SEATTLE,Health Department,ASST_NON_NU58DP007045_075,KING COUNTY,TS2LXAN2W8A8,,,Government|U.S. Local Government,401 5TH AVE,SEATTLE,WA,USA,98104,KING,09,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007048,cdc,Reinstated (confirmed),STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,NC,RALEIGH,Welfare Department,ASST_NON_NU58DP007048_075,NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,DKT3LLBWFVL3,,,Government|U.S. Regional/State Government,101 BLAIR DR,RALEIGH,NC,USA,27603,WAKE,02,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007049,cdc,Reinstated (confirmed),EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,DE,DOVER,Health Department,ASST_NON_NU58DP007049_075,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,GKQPH6J32LN7,,,Government|U.S. Regional/State Government,417 FEDERAL ST STE 1,DOVER,DE,USA,19901,KENT,00,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007051,cdc,Reinstated (confirmed),"YUMA, COUNTY OF",AZ,YUMA,Health Department,ASST_NON_NU58DP007051_075,"YUMA, COUNTY OF",ELEWY4GC2FL9,,,Government|U.S. Local Government,198 SOUTH MAIN STREET,YUMA,AZ,USA,85364,YUMA,07,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007081,cdc,Reinstated (confirmed),"Health And Human Services, Maine Department Of",ME,AUGUSTA,Welfare Department,ASST_NON_NU58DP007081_075,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",GJEPWTMKF5A3,,,Government|U.S. Regional/State Government,11 STATE HOUSE STA,AUGUSTA,ME,USA,04333,KENNEBEC,02,2025-08-30,,,,,,,GOV,0,0,government-entity
NU58DP007270,cdc,Reinstated (confirmed),CHICAGO DEPARTMENT OF PUBLIC HEALTH,IL,CHICAGO,Health Department,ASST_NON_NU58DP007270_075,CHICAGO DEPARTMENT OF PUBLIC HEALTH,K8F7VYLKGN64,,CITY OF CHICAGO,Government|U.S. Local Government,111 WEST WASHINGTON STREET,CHICAGO,IL,USA,60602,COOK,07,2025-08-30,,,,,,,GOV,0,0,government-entity
NH23IP922574,cdc,Terminated,State of Montana Department of Health and Human Services,MT,Helena,Health Department,ASST_NON_NH23IP922574_075,STATE OF MONTANA DEPARTMENT OF HEALTH AND HUMAN SERVICES,TR3DAXR9MCN8,TR3DAXR9MCN8,STATE OF MONTANA DEPARTMENT OF HEALTH AND HUMAN SERVICES,Government|U.S. Regional/State Government,111 N SANDERS ST,HELENA,MT,USA,59601,LEWIS AND CLARK,02,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922575,cdc,Terminated,OKLAHOMA STATE DEPARTMENT OF HEALTH,OK,OKLAHOMA CITY,Health Department,ASST_NON_NH23IP922575_075,OKLAHOMA STATE DEPARTMENT OF HEALTH,LFU8Z8MPLTG3,QARFCMD719K4,OKLAHOMA STATE DEPARTMENT OF HEALTH,Government|U.S. Regional/State Government,123 ROBERT S KERR AVE,OKLAHOMA CITY,OK,USA,73102,OKLAHOMA,05,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922576,cdc,Terminated,PALAU MINISTRY OF HEALTH,PW,KOROR,Health Department,ASST_NON_NH23IP922576_075,PALAU MINISTRY OF HEALTH,XBK8DJ4UV3D3,,,Government|U.S. Regional/State Government,1 HOSPITAL RD,KOROR,PW,USA,96940,,99,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922577,cdc,Terminated,DEPARTMENT OF HEALTH WYOMING,WY,CHEYENNE,Health Department,ASST_NON_NH23IP922577_075,DEPARTMENT OF HEALTH WYOMING,JP1QRJYYJG73,,,Government|U.S. Regional/State Government,2300 CAPITOL AVE,CHEYENNE,WY,USA,82001,LARAMIE,00,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922578,cdc,Terminated,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,GA,ATLANTA,Health Department,ASST_NON_NH23IP922578_075,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,GUT1BFELPFJ1,,,Government|U.S. Regional/State Government,"200 PIEDMONT AVENUE, SE WEST TOWER",ATLANTA,GA,USA,30334,FULTON,05,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922579,cdc,Terminated,ARKANSAS DEPARTMENT OF HEALTH,AR,LITTLE ROCK,Health Department,ASST_NON_NH23IP922579_075,ARKANSAS DEPARTMENT OF HEALTH,SYB9UJV328L9,,,Government|U.S. Regional/State Government,4815 W MARKHAM ST,LITTLE ROCK,AR,USA,72205,PULASKI,02,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922580,cdc,Terminated,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,UT,SALT LAKE CITY,Health Department,ASST_NON_NH23IP922580_075,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,C172TQML5G99,,,Government|U.S. Regional/State Government,195 N 1950 W,SALT LAKE CITY,UT,USA,84116,SALT LAKE,02,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922581,cdc,Terminated,SOUTH DAKOTA DEPARTMENT OF HEALTH,SD,PIERRE,Health Department,ASST_NON_NH23IP922581_075,SOUTH DAKOTA DEPARTMENT OF HEALTH,J84PKUEWQ6Y5,UB23ZUH97ET3,STATE OF SOUTH DAKOTA-DIVISION OF OASI,Government|U.S. Regional/State Government,600 E CAPITOL AVE,PIERRE,SD,USA,57501,HUGHES,00,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922582,cdc,Terminated,ALABAMA DEPARTMENT OF HEALTH,AL,MONTGOMERY,Health Department,ASST_NON_NH23IP922582_075,ALABAMA DEPARTMENT OF HEALTH,WDVJK7FUB8A6,WDVJK7FUB8A6,ALABAMA DEPARTMENT OF HEALTH,Government|U.S. Regional/State Government,201 MONROE ST,MONTGOMERY,AL,USA,36104,MONTGOMERY,02,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922584,cdc,Terminated,CITY OF SAN ANTONIO,TX,SAN ANTONIO,Other Health Organization,ASST_NON_NH23IP922584_075,CITY OF SAN ANTONIO,LC5QCFLLCDJ4,,CITY OF SAN ANTONIO,Government|U.S. Regional/State Government,100 W HOUSTON ST FL 8,SAN ANTONIO,TX,USA,78205,BEXAR,35,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922585,cdc,Terminated,VIRGIN ISLANDS DEPARTMENT OF HEALTH,VI,ST THOMAS,Health Department,ASST_NON_NH23IP922585_075,VIRGIN ISLANDS DEPARTMENT OF HEALTH,HC9KX4GNNPK6,,,Government|U.S. Regional/State Government,1303 HOSPITAL GROUND STE 10,ST THOMAS,VI,USA,00802,ST. THOMAS,98,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922586,cdc,Terminated,"Health And Human Resources, West Virginia Department Of",WV,CHARLESTON,Health Department,ASST_NON_NH23IP922586_075,"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",YZ2HCE5SELE6,,STATE OF WEST VIRGINIA,Government|U.S. Regional/State Government,350 CAPITOL ST RM 702,CHARLESTON,WV,USA,25301,KANAWHA,01,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922587,cdc,Terminated,COMMONWEALTH HEALTHCARE CORPORATION,MP,SAIPAN,Indian Tribal Council,ASST_NON_NH23IP922587_075,COMMONWEALTH HEALTHCARE CORPORATION,J9ANMNJ3QJM6,,,Government|U.S. Regional/State Government,1178 HINEMLU' ST,SAIPAN,MP,USA,96950,SAIPAN,98,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922588,cdc,Terminated,MINISTRY OF HEALTH IN THE REPU BLIC OF THE MARSHALL ISLANDS,MH,MAJURO,Health Department,ASST_NON_NH23IP922588_075,MINISTRY OF HEALTH IN THE REPU BLIC OF THE MARSHALL ISLANDS,SD96AMWETGC8,,,Government|U.S. Regional/State Government,DELAP IN CAPITAL CITY OF M,MAJURO,MH,USA,96960,,99,2025-06-30,,,,,,,GOV,0,0,government-entity
NH23IP922589,cdc,Terminated,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,NE,LINCOLN,Welfare Department,ASST_NON_NH23IP922589_075,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,HKQDEXRXGKL1,,,Government|U.S. Regional/State Government,301 CENTENNIAL MALL S,LINCOLN,NE,USA,68508,LANCASTER,01,2025-06-30,,,,,,,GOV,0,0,government-entity
