award_id,agency,detailed_status,grantee_organization,grantee_state,grantee_city,grantee_org_type,usasp_award_id,usasp_recipient_name,uei,parent_uei,parent_name,business_categories,usasp_address,usasp_city,usasp_state,usasp_country,usasp_zip5,usasp_county,usasp_congressional,usasp_pop_end,ein,bmf_name,bmf_city,bmf_zip5,ntee,bmf_revenue,match_tier,match_name_score,match_geo_score,match_method
NH25PS005164,cdc,Reinstated (confirmed),COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,Health Department,ASST_NON_NH25PS005164_075,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,Y3WEW9MQ6NH5,UVYMYSLJJUP4,THE STATE HISTORICAL SOCIETY OF COLORADO,Government|U.S. Regional/State Government,4300 CHERRY CREEK DR S,DENVER,CO,USA,80246,ARAPAHOE,01,2027-02-28,,,,,,,GOV,0,0,government-entity
NH25PS005210,cdc,Reinstated (confirmed),"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",CA,SAN FRANCISCO,Other Health Organization,ASST_NON_NH25PS005210_075,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",GED7GB575K89,GED7GB575K89,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",Nonprofit Organization,730 POLK ST,SAN FRANCISCO,CA,USA,94109,SAN FRANCISCO,11,2026-09-29,943096109,ASIAN AND PACIFIC ISLANDER WELLNESS CENTER INC,SAN FRANCISCO,94109,G81Z,22136062,YES,1.0,1.5,exact-name+geo
NH25PS005212,cdc,Reinstated (confirmed),ALTAMED HEALTH SERVICES CORPORATION,CA,COMMERCE,Other Health Organization,ASST_NON_NH25PS005212_075,ALTAMED HEALTH SERVICES CORPORATION,D3DTJBVZRVB8,N9XJGB4DUKA7,ALTAMED HEALTH SERVICES CORPORATION,Nonprofit Organization,2040 CAMFIELD AVE,LOS ANGELES,CA,USA,90040,LOS ANGELES,42,2026-09-29,952810095,ALTAMED HEALTH SERVICES CORP,COMMERCE,90040,E320,1720050956,YES,1.0,1.0,exact-name+geo
NH25PS005219,cdc,Reinstated (confirmed),CITY OF LONG BEACH,CA,LONG BEACH,Health Department,ASST_NON_NH25PS005219_075,CITY OF LONG BEACH,P43FW2K6F7Z9,J3FACB8K56B7,"LONG BEACH, CITY OF",Government|U.S. Local Government,2525 GRAND AVE,LONG BEACH,CA,USA,90815,LOS ANGELES,42,2028-09-29,,,,,,,GOV,0,0,government-entity
NH25PS005243,cdc,Reinstated (confirmed),CITY & COUNTY OF SAN FRANCISCO,CA,SAN FRANCISCO,Health Department,ASST_NON_NH25PS005243_075,CITY & COUNTY OF SAN FRANCISCO,DCTNHRGU1K75,LNADLQGAWKL6,CITY AND COUNTY OF SAN FRANCISCO,Government|U.S. Local Government,101 GROVE ST,SAN FRANCISCO,CA,USA,94102,SAN FRANCISCO,11,2029-07-31,,,,,,,GOV,0,0,government-entity
NH25PS005247,cdc,Reinstated (confirmed),CHICAGO DEPARTMENT OF PUBLIC HEALTH,IL,CHICAGO,Planning & Administrative Organizations,ASST_NON_NH25PS005247_075,CHICAGO DEPARTMENT OF PUBLIC HEALTH,K8F7VYLKGN64,,CITY OF CHICAGO,Government|U.S. Local Government,111 WEST WASHINGTON STREET,CHICAGO,IL,USA,60602,COOK,07,2029-07-31,,,,,,,GOV,0,0,government-entity
NH25PS005254,cdc,Reinstated (confirmed),COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,Health Department,ASST_NON_NH25PS005254_075,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,Y3WEW9MQ6NH5,,,Government|U.S. Regional/State Government,4300 CHERRY CREEK DR S,DENVER,CO,USA,80246,ARAPAHOE,01,2029-09-29,,,,,,,GOV,0,0,government-entity
NH25PS005255,cdc,Reinstated (confirmed),CHICAGO DEPARTMENT OF PUBLIC HEALTH,IL,CHICAGO,Planning & Administrative Organizations,ASST_NON_NH25PS005255_075,CHICAGO DEPARTMENT OF PUBLIC HEALTH,K8F7VYLKGN64,,CITY OF CHICAGO,Government|U.S. Local Government,111 WEST WASHINGTON STREET,CHICAGO,IL,USA,60602,COOK,07,2029-09-29,,,,,,,GOV,0,0,government-entity
NH78TU000006,cdc,Reinstated (confirmed),"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",CA,SAN FRANCISCO,"Junior College, College & University",ASST_NON_NH78TU000006_075,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",KMH5K9V7S518,KMH5K9V7S518,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",Higher Education|Higher Education (Public),1855 FOLSOM ST STE 425,SAN FRANCISCO,CA,USA,94103,SAN FRANCISCO,11,2029-09-29,946036493,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,94143,B43,,YES,1.0,0.5,exact-name+geo-modulo-governance
NU17CE010045,cdc,Reinstated (confirmed),DEPARTMENT OF PUBLIC HEALTH ILLINOIS,IL,SPRINGFIELD,Health Department,ASST_NON_NU17CE010045_075,DEPARTMENT OF PUBLIC HEALTH ILLINOIS,NN66PR7QMLR8,GQ46SB5L2HK4,STATE OF ILLINOIS,Government|U.S. Regional/State Government,525 W JEFFERSON ST,SPRINGFIELD,IL,USA,62702,SANGAMON,13,2027-07-31,,,,,,,GOV,0,0,government-entity
NU17CE010056,cdc,Reinstated (confirmed),MINNESOTA DEPARTMENT OF HEALTH,MN,SAINT PAUL,Health Department,ASST_NON_NU17CE010056_075,MINNESOTA DEPARTMENT OF HEALTH,DHQVY2WCVHC5,,,Government|U.S. Regional/State Government,625 ROBERT ST N,SAINT PAUL,MN,USA,55155,RAMSEY,04,2027-07-31,,,,,,,GOV,0,0,government-entity
NU38PS004654,cdc,Reinstated (confirmed),THE LELAND STANFORD JUNIOR UNIVERSITY,CA,STANFORD,"Junior College, College & University",ASST_NON_NU38PS004654_075,THE LELAND STANFORD JUNIOR UNIVERSITY,HJD6G4D6TJY5,EHZJU5ZHP968,LELAND STANFORD JUNIOR UNIVERSITY,Higher Education|Higher Education (Private),450 JANE STANFORD WAY,STANFORD,CA,USA,94305,SANTA CLARA,16,2029-09-29,941156365,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,STANFORD,94305,B430,10152608690,YES,1.0,1.5,exact-name+geo-modulo-governance
NU38PW000023,cdc,Reinstated (confirmed),AMERICAN MEDICAL ASSOCIATION,IL,CHICAGO,Other Health Organization,ASST_NON_NU38PW000023_075,AMERICAN MEDICAL ASSOCIATION,HA5PL9ZYD188,HA5PL9ZYD188,AMERICAN MEDICAL ASSOCIATION,Nonprofit Organization,330 N WABASH AVE,CHICAGO,IL,USA,60611,COOK,05,2029-07-31,360727175,AMERICAN MEDICAL ASSOCIATION,CHICAGO,60611,,546239123,YES,1.0,1.5,exact-name+geo
NU38PW000026,cdc,Reinstated (confirmed),HEALTH RESEARCH AND EDUCATIONAL TRUST,IL,CHICAGO,"Research Institution, Foundation and Laboratory",ASST_NON_NU38PW000026_075,HEALTH RESEARCH AND EDUCATIONAL TRUST,D3CDLMN37MH5,,,Nonprofit Organization,155 N WACKER DR STE 400,CHICAGO,IL,USA,60606,COOK,07,2029-07-31,362203931,HEALTH RESEARCH AND EDUCATIONAL TRUST,CHICAGO,60606,E22E,6636124,YES,1.0,1.5,exact-name+geo
NU38PW000027,cdc,Reinstated (confirmed),ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,CA,BERKELEY,Other Health Organization,ASST_NON_NU38PW000027_075,ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,U171XBTTMP68,U171XBTTMP68,ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,Nonprofit Organization,2140 SHATTUCK AVE STE 203,BERKELEY,CA,USA,94704,ALAMEDA,12,2029-07-31,943050247,ASSOCIATION OF ASIAN-PACIFIC COMMUNITY HEALTH ORGANIZATIONS,BERKELEY,94704,E70Z,7888956,YES,1.0,1.5,exact-name+geo
NU38PW000029,cdc,Reinstated (confirmed),NATIONAL ENVIRONMENTAL HEALTH ASSOCIATION,CO,Denver,Other Health Organization,ASST_NON_NU38PW000029_075,NATIONAL ENVIRONMENTAL HEALTH ASSOCIATION,LGCYAZZBFJF8,LGCYAZZBFJF8,NATIONAL ENVIRONMENTAL HEALTH ASSOCIATION,Nonprofit Organization,1400 S COLORADO BLVD STE 325,DENVER,CO,USA,80222,DENVER,01,2029-07-31,840469910,NATIONAL ENVIRONMENTAL HEALTH,DENVER,80222,,18354157,MAYBE,0.941,1.5,name-contains
NU38PW000035,cdc,Reinstated (confirmed),ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,CA,BERKELEY,Other Health Organization,ASST_NON_NU38PW000035_075,ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,U171XBTTMP68,U171XBTTMP68,ASSOCIATION OF ASIAN/PACIFIC COMMUNITY HEALTH ORGANIZATIONS,Nonprofit Organization,2140 SHATTUCK AVE STE 203,BERKELEY,CA,USA,94704,ALAMEDA,12,2029-07-31,943050247,ASSOCIATION OF ASIAN-PACIFIC COMMUNITY HEALTH ORGANIZATIONS,BERKELEY,94704,E70Z,7888956,YES,1.0,1.5,exact-name+geo
NU38PW000045,cdc,Reinstated (confirmed),"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",CA,SAN FRANCISCO,"Junior College, College & University",ASST_NON_NU38PW000045_075,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",KMH5K9V7S518,KMH5K9V7S518,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",Higher Education|Higher Education (Public),1855 FOLSOM ST STE 425,SAN FRANCISCO,CA,USA,94103,SAN FRANCISCO,11,2029-07-31,946036493,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,94143,B43,,YES,1.0,0.5,exact-name+geo-modulo-governance
NU38PW000048,cdc,Reinstated (confirmed),NATIONAL OPINION RESEARCH CENTER,IL,Chicago,"Research Institution, Foundation and Laboratory",ASST_NON_NU38PW000048_075,NATIONAL OPINION RESEARCH CENTER,MPYFY5UMSDP4,MPYFY5UMSDP4,NATIONAL OPINION RESEARCH CENTER,Nonprofit Organization,300 E RANDOLPH ST STE 4600,CHICAGO,IL,USA,60601,COOK,07,2029-07-31,362167808,NATIONAL OPINION RESEARCH CENTER,CHICAGO,60601,V200,397190163,YES,1.0,1.5,exact-name+geo
NU50CD300862,cdc,Reinstated (confirmed),"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,LOS ANGELES,"Junior College, College & University",ASST_NON_NU50CD300862_075,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",RN64EPNH8JC6,,,Higher Education|Higher Education (Public),10889 WILSHIRE BLVD STE 700,LOS ANGELES,CA,USA,90024,LOS ANGELES,36,2027-09-29,,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,,,,NO,0.877,0.5,name+geo (closest rejected)
NU58DP007607,cdc,Reinstated (confirmed),CITY OF MINNEAPOLIS,MN,MINNEAPOLIS,Health Department,ASST_NON_NU58DP007607_075,CITY OF MINNEAPOLIS,ZEL3HB6H7B24,ZEL3HB6H7B24,CITY OF MINNEAPOLIS,Government|U.S. Local Government,350 S 5TH ST STE 325M,MINNEAPOLIS,MN,USA,55415,HENNEPIN,05,2028-09-29,,,,,,,GOV,0,0,government-entity
NU58DP007617,cdc,Reinstated (confirmed),"STAPLETON FOUNDATION FOR SUSTAINABLE URBAN COMMUNITIES, THE",CO,DENVER,Community Action Organization,ASST_NON_NU58DP007617_075,"STAPLETON FOUNDATION FOR SUSTAINABLE URBAN COMMUNITIES, THE",DSA6N1ZK4NL1,,,Nonprofit Organization,7350 E 29TH AVE UNIT 300,DENVER,CO,USA,80238,DENVER,01,2028-09-29,841497067,STAPLETON FOUNDATION FOR,DENVER,80238,S20,4044038,MAYBE,0.889,1.5,name-contains
NU58DP007634,cdc,Reinstated (confirmed),PUBLIC HEALTH ADVOCATES,CA,STOCKTON,Other Health Organization,ASST_NON_NU58DP007634_075,PUBLIC HEALTH ADVOCATES,X84HFPMNFVK8,,,Nonprofit Organization,6702 INGLEWOOD AVE,STOCKTON,CA,USA,95207,SAN JOAQUIN,09,2028-09-29,,,,,,,GOV,0,0,government-entity
NU58DP007641,cdc,Reinstated (unconfirmed),ASIAN MEDIA ACCESS INC,MN,MINNEAPOLIS,Community Action Organization,ASST_NON_NU58DP007641_075,ASIAN MEDIA ACCESS INC,ME1NC3VPLNH1,EE4VUX8T5S27,,Nonprofit Organization,2418 PLYMOUTH AVE N,MINNEAPOLIS,MN,USA,55411,HENNEPIN,05,2028-09-29,,,,,,,NO,0,0,no-match (vetoed: STUDENT in 'ASIAN-AMERICAN STUDENT UNION')
NU58DP007844,cdc,Reinstated (confirmed),DEPARTMENT OF PUBLIC HEALTH ILLINOIS,IL,SPRINGFIELD,Health Department,ASST_NON_NU58DP007844_075,DEPARTMENT OF PUBLIC HEALTH ILLINOIS,NN66PR7QMLR8,NS2PHY3GAWV5,"ILLINOIS, STATE OF",Government|U.S. Regional/State Government,525 W JEFFERSON ST,SPRINGFIELD,IL,USA,62702,SANGAMON,13,2029-07-31,,,,,,,GOV,0,0,government-entity
NU62PS924657,cdc,Reinstated (confirmed),PUERTO RICAN CULTURAL CENTER,IL,CHICAGO,"Supplier Organizations ( Service, Supplies, Material and Equipment )",ASST_NON_NU62PS924657_075,PUERTO RICAN CULTURAL CENTER,Q447DAJ4A4P3,,,Nonprofit Organization,2531 W DIVISION ST,CHICAGO,IL,USA,60622,COOK,03,2026-09-30,237347778,PUERTO RICAN CULTURAL CENTER,CHICAGO,60622,,14719775,YES,1.0,1.5,exact-name+geo
NU62PS924658,cdc,Reinstated (confirmed),SOUTH SIDE HELP CENTER INC,IL,CHICAGO,Other Health Organization,ASST_NON_NU62PS924658_075,SOUTH SIDE HELP CENTER INC,ZRN5HG83CW69,,,Nonprofit Organization,10420 S HALSTED ST,CHICAGO,IL,USA,60628,COOK,01,2026-09-30,843279298,SOUTH SIDE LEGAL CENTER,CHICAGO,60643,I80,0,MAYBE,0.946,0.5,name+geo
NU62PS924661,cdc,Reinstated (confirmed),REALISTIC EDUCATION IN ACTION COALITION TO FOSTER HEALTH,CA,LOS ANGELES,Other Social Services Organization,ASST_NON_NU62PS924661_075,REALISTIC EDUCATION IN ACTION COALITION TO FOSTER HEALTH,DEVYWCCNE8M3,,,Nonprofit Organization,1400 E OLYMPIC BLVD STE 240,LOS ANGELES,CA,USA,90021,LOS ANGELES,37,2026-09-29,954672865,REALISTIC EDUCATION IN ACTION COALITION TO FOSTER HEALTH,LOS ANGELES,90021,P30,10105620,YES,1.0,1.5,exact-name+geo
NU62PS924668,cdc,Reinstated (confirmed),AFRICAN-AMERICAN AIDS POLICY AND TRAINING INSTITUTE,CA,LOS ANGELES,Vocational & Training School,ASST_NON_NU62PS924668_075,AFRICAN-AMERICAN AIDS POLICY AND TRAINING INSTITUTE,JGKNUNXYNM64,JGKNUNXYNM64,AFRICAN-AMERICAN AIDS POLICY AND TRAINING INSTITUTE,Nonprofit Organization,4249 CRENSHAW BLVD,LOS ANGELES,CA,USA,90008,LOS ANGELES,37,2026-09-29,954742741,AFRICAN-AMERICAN AIDS POLICY AND TRAINING INSTITUTE,LOS ANGELES,90056,E702,2196059,YES,1.0,0.5,exact-name+geo
NU62PS924674,cdc,Reinstated (confirmed),SAN FRANCISCO AIDS FOUNDATION,CA,San Francisco,Other Health Organization,ASST_NON_NU62PS924674_075,SAN FRANCISCO AIDS FOUNDATION,L85GDP5FVVU5,L85GDP5FVVU5,SAN FRANCISCO AIDS FOUNDATION,Nonprofit Organization,940 HOWARD ST,SAN FRANCISCO,CA,USA,94103,SAN FRANCISCO,11,2026-09-30,942927405,SAN FRANCISCO AIDS FOUNDATION,SAN FRANCISCO,94103,,44331365,YES,1.0,1.5,exact-name+geo
NU62PS924680,cdc,Reinstated (confirmed),VIA CARE COMMUNITY HEALTH CENTER,CA,LOS ANGELES,Health Department,ASST_NON_NU62PS924680_075,VIA CARE COMMUNITY HEALTH CENTER,MEYBCY9A6WC9,,,,507 S ATLANTIC BLVD,LOS ANGELES,CA,USA,90022,LOS ANGELES,34,2026-09-30,800699156,VIA CARE COMMUNITY HEALTH CENTER,LOS ANGELES,90022,E21,52068696,YES,1.0,1.5,exact-name+geo
NU62PS924690,cdc,Reinstated (confirmed),ALTAMED HEALTH SERVICES CORPORATION,CA,COMMERCE,Other Health Organization,ASST_NON_NU62PS924690_075,ALTAMED HEALTH SERVICES CORPORATION,D3DTJBVZRVB8,N9XJGB4DUKA7,ALTAMED HEALTH SERVICES CORPORATION,Nonprofit Organization,2040 CAMFIELD AVE,LOS ANGELES,CA,USA,90040,LOS ANGELES,42,2026-09-30,952810095,ALTAMED HEALTH SERVICES CORP,COMMERCE,90040,E320,1720050956,YES,1.0,1.0,exact-name+geo
NU62PS924693,cdc,Reinstated (confirmed),APLA HEALTH & WELLNESS,CA,LOS ANGELES,Other Health Organization,ASST_NON_NU62PS924693_075,APLA HEALTH & WELLNESS,YH4XF77KPL48,YH4XF77KPL48,APLA HEALTH & WELLNESS,Nonprofit Organization,611 S KINGSLEY DR,LOS ANGELES,CA,USA,90005,LOS ANGELES,34,2026-09-30,841661910,APLA HEALTH & WELLNESS,LOS ANGELES,90005,E99,116451685,YES,1.0,1.5,exact-name+geo
NU62PS924704,cdc,Reinstated (confirmed),"COLORADO HEALTH NETWORK, INC.",CO,DENVER,Other Health Organization,ASST_NON_NU62PS924704_075,"COLORADO HEALTH NETWORK, INC.",F76GBCMM5JB5,,,Nonprofit Organization,6260 E COLFAX AVE,DENVER,CO,USA,80220,DENVER,01,2026-09-30,840961159,COLORADO HEALTH NETWORK INC,DENVER,80220,G81Z,36518022,YES,1.0,1.5,exact-name+geo
NU62PS924726,cdc,Reinstated (confirmed),BAY AREA COMMUNITY HEALTH,CA,FREMONT,Other Health Organization,ASST_NON_NU62PS924726_075,BAY AREA COMMUNITY HEALTH,EXE8AL1EMBV7,,,Nonprofit Organization,40910 FREMONT BLVD,FREMONT,CA,USA,94538,ALAMEDA,14,2026-09-30,237255435,BAY AREA COMMUNITY HEALTH,FREMONT,94538,,119204604,YES,1.0,1.5,exact-name+geo
NU62PS924729,cdc,Reinstated (confirmed),"BIENESTAR HUMAN SERVICES, INC",CA,LOS ANGELES,Other Social Services Organization,ASST_NON_NU62PS924729_075,"BIENESTAR HUMAN SERVICES, INC",GXGZPHD1CBF8,GXGZPHD1CBF8,"BIENESTAR HUMAN SERVICES, INC",Nonprofit Organization,5326 E BEVERLY BLVD,LOS ANGELES,CA,USA,90022,LOS ANGELES,34,2026-09-30,954505737,BIENESTAR HUMAN SERVICES INC,LOS ANGELES,90022,E99,13458867,YES,1.0,1.5,exact-name+geo
NU62PS924747,cdc,Reinstated (confirmed),"JWCH INSTITUTE, INC.",CA,COMMERCE,Vocational & Training School,ASST_NON_NU62PS924747_075,"JWCH INSTITUTE, INC.",C2YVQZAKHJL8,C2YVQZAKHJL8,"JWCH INSTITUTE, INC.",Nonprofit Organization,5650 JILLSON ST,LOS ANGELES,CA,USA,90040,LOS ANGELES,42,2026-09-30,952289916,JWCH INSTITUTE INC,COMMERCE,90040,E70Z,209015531,YES,1.0,1.0,exact-name+geo
NU62PS924751,cdc,Reinstated (confirmed),LOS ANGELES LGBT CENTER,CA,LOS ANGELES,Welfare Department,ASST_NON_NU62PS924751_075,LOS ANGELES LGBT CENTER,P81BR8HLB7C8,P81BR8HLB7C8,LOS ANGELES LGBT CENTER,Nonprofit Organization,1118 N MCCADDEN PL,LOS ANGELES,CA,USA,90038,LOS ANGELES,30,2026-09-30,953567895,LOS ANGELES LGBT CENTER,LOS ANGELES,90038,,189797154,YES,1.0,1.5,exact-name+geo
NU62PS924764,cdc,Reinstated (confirmed),COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,CO,DENVER,Health Department,ASST_NON_NU62PS924764_075,COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,Y3WEW9MQ6NH5,,,Government|U.S. Regional/State Government,4300 CHERRY CREEK DR S,DENVER,CO,USA,80246,ARAPAHOE,01,2026-12-31,,,,,,,GOV,0,0,government-entity
NU62PS924771,cdc,Reinstated (confirmed),COUNTY OF LOS ANGELES,CA,COMMERCE,Health Department,ASST_NON_NU62PS924771_075,COUNTY OF LOS ANGELES,DN3NGS58SMT9,,COUNTY OF LOS ANGELES,Government|U.S. Local Government,5555 FERGUSON DR STE 100-50,LOS ANGELES,CA,USA,90022,LOS ANGELES,42,2026-12-31,,,,,,,GOV,0,0,government-entity
NU62PS924778,cdc,Reinstated (confirmed),CITY & COUNTY OF SAN FRANCISCO,CA,SAN FRANCISCO,School Board & School District,ASST_NON_NU62PS924778_075,CITY & COUNTY OF SAN FRANCISCO,DCTNHRGU1K75,LNADLQGAWKL6,CITY AND COUNTY OF SAN FRANCISCO,Government|U.S. Local Government,101 GROVE ST,SAN FRANCISCO,CA,USA,94102,SAN FRANCISCO,11,2026-12-31,,,,,,,GOV,0,0,government-entity
NU62PS924789,cdc,Reinstated (unconfirmed),ALLIANCE CARE 360,IL,Chicago,Welfare Department,ASST_NON_NU62PS924789_075,ALLIANCE CARE 360,LMUWM3RJQL63,,,Nonprofit Organization,2929 S WABASH AVE STE 202,CHICAGO,IL,USA,60616,COOK,07,2026-09-30,,,,,,,NO,0,0,no-match (vetoed: FOUNDATION in 'ALLIANCE NCTN FOUNDATION')
NU62PS924862,cdc,Reinstated (confirmed),DEPARTMENT OF PUBLIC HEALTH ILLINOIS,IL,SPRINGFIELD,Health Department,ASST_NON_NU62PS924862_075,DEPARTMENT OF PUBLIC HEALTH ILLINOIS,NN66PR7QMLR8,GQ46SB5L2HK4,STATE OF ILLINOIS,Government|U.S. Regional/State Government,525 W JEFFERSON ST,SPRINGFIELD,IL,USA,62702,SANGAMON,13,2030-09-29,,,,,,,GOV,0,0,government-entity
NUE1EH001451,cdc,Reinstated (confirmed),COUNTY OF SANTA CLARA,CA,SAN JOSE,Health Department,ASST_NON_NUE1EH001451_075,COUNTY OF SANTA CLARA,T4CJWCFYDA24,,COUNTY OF SANTA CLARA,Government|U.S. Local Government,976 LENZEN AVE,SAN JOSE,CA,USA,95126,SANTA CLARA,18,2027-08-31,,,,,,,GOV,0,0,government-entity
NUE1EH001455,cdc,Reinstated (confirmed),CITY & COUNTY OF SAN FRANCISCO,CA,SAN FRANCISCO,Hospital,ASST_NON_NUE1EH001455_075,CITY & COUNTY OF SAN FRANCISCO,DCTNHRGU1K75,LNADLQGAWKL6,CITY AND COUNTY OF SAN FRANCISCO,Government|U.S. Local Government,101 GROVE ST,SAN FRANCISCO,CA,USA,94102,SAN FRANCISCO,11,2027-08-31,,,,,,,GOV,0,0,government-entity
NUE1EH001458,cdc,Reinstated (confirmed),"PUBLIC HEALTH, CALIFORNIA DEPARTMENT OF",CA,SACRAMENTO,Other Health Organization,ASST_NON_NUE1EH001458_075,"PUBLIC HEALTH, CALIFORNIA DEPARTMENT OF",KD2JSY6LNMW7,KD2JSY6LNMW7,"PUBLIC HEALTH, CALIFORNIA DEPARTMENT OF",Government|U.S. Regional/State Government,1615 CAPITOL AVE,SACRAMENTO,CA,USA,95814,SACRAMENTO,07,2027-08-31,,,,,,,GOV,0,0,government-entity
R01CE003582,cdc,Reinstated (confirmed),UNIVERSITY OF CHICAGO,IL,Chicago,"Junior College, College & University",ASST_NON_R01CE003582_075,THE UNIVERSITY OF CHICAGO,ZUE9HKT2CLC9,ZUE9HKT2CLC9,THE UNIVERSITY OF CHICAGO,Higher Education|Higher Education (Private),5801 S ELLIS AVE,CHICAGO,IL,USA,60637,COOK,01,2026-09-29,362177139,UNIVERSITY OF CHICAGO,CHICAGO,60637,B430,5617072703,YES,1.0,1.5,exact-name+geo
U01CE003753,cdc,Reinstated (confirmed),"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",CA,Berkeley,"Junior College, College & University",ASST_NON_U01CE003753_075,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",GS3YEVSS12N6,,,,119 CALIFORNIA HALL,BERKELEY,CA,USA,94720,ALAMEDA,12,2029-09-29,941539563,REGENTS OF THE UNIVERSITY OF CALIFORNIA,SANTA CRUZ,95064,,,YES,1.0,0.0,exact-name
U01PS005248,cdc,Reinstated (confirmed),"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",CA,SAN FRANCISCO,"Junior College, College & University",ASST_NON_U01PS005248_075,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",KMH5K9V7S518,KMH5K9V7S518,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",Higher Education|Higher Education (Private),1855 FOLSOM ST STE 425,SAN FRANCISCO,CA,USA,94103,SAN FRANCISCO,11,2028-08-31,946036493,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,94143,B43,,YES,1.0,0.5,exact-name+geo-modulo-governance
U01PS005259,cdc,Reinstated (confirmed),"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",CA,SAN FRANCISCO,"Junior College, College & University",ASST_NON_U01PS005259_075,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",KMH5K9V7S518,KMH5K9V7S518,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",,1855 FOLSOM ST STE 425,SAN FRANCISCO,CA,USA,94103,SAN FRANCISCO,11,2027-09-29,946036493,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,94143,B43,,YES,1.0,0.5,exact-name+geo-modulo-governance
U01PS005270,cdc,Reinstated (confirmed),ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,IL,CHICAGO,Hospital,ASST_NON_U01PS005270_075,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,XJ7MMPHBMGM7,XJ7MMPHBMGM7,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,Nonprofit Organization,225 E CHICAGO AVE,CHICAGO,IL,USA,60611,COOK,05,2027-09-29,362170833,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,CHICAGO,60611,E24Z,,YES,1.0,1.5,exact-name+geo
U01PS005290,cdc,Reinstated (confirmed),THE REGENTS OF THE UNIVERSITY OF COLORADO,CO,AURORA,"Junior College, College & University",ASST_NON_U01PS005290_075,THE REGENTS OF THE UNIVERSITY OF COLORADO,MW8JHK6ZYEX8,HM5CZ7K2HHN5,THE REGENTS OF THE UNIVERSITY OF COLORADO,Higher Education|Higher Education (Public),13001 E 17TH PL STE F428,AURORA,CO,USA,80045,ADAMS,06,2028-09-29,846000555,REGENTS OF THE UNIVERSITY OF COLORADO,DENVER,80203,B40,,YES,1.0,0.0,exact-name
NU2GGH002496,cdc,Reinstated (unconfirmed),The TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,NEW YORK,"Junior College, College & University",ASST_NON_NU2GGH002496_075,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,QHF5ZZ114M72,,,Higher Education|Higher Education (Private),630 W 168TH ST FL 4,NEW YORK,NY,USA,10032,NEW YORK,13,2026-03-31,,,,,,,GOV,0,0,government-entity
